University
Australian Catholic University [ACU]
Australian National University [ANU]
Bond University [Bond]
Central Queensland University [CQU]
Charles Darwin University [CDU]
Charles Sturt University [CSU]
Curtin University [CURTIN]
Deakin University [Deakin]
Edith Cowan University [ECU]
Federation University [FEDUNI]
Flinders University [FLINDERS]
Griffith University [GRIFFITH]
James Cook University [JCU]
La Trobe University [LATROBE]
Macquarie University [MACQUARIE]
Monash University [MONASH]
Murdoch University [MURDOCH]
Queensland University of Technology [QUT]
RMIT University [RMIT]
Southern Cross University [SCU]
